S1 : Posing 1 view 1   -->   x_start 65, y_start 15 
S1 : SittingDown  view 3   -->   x_start 80, y_start 35 
S1 : Walking 1 view 0   -->   x_start 0, y_start 189 
S1 : Posing  view 0   -->   x_start 69, y_start 75 
S1 : Smoking  view 3   -->   x_start 31, y_start 15 
S1 : Eating  view 2   -->   x_start 96, y_start 64 
S1 : Phoning  view 2   -->   x_start 64, y_start 68 
S1 : Discussion 1 view 2   -->   x_start 235, y_start 0 
S1 : Eating  view 3   -->   x_start 14, y_start 18 
S1 : Sitting 1 view 3   -->   x_start 45, y_start 12 
S1 : Sitting 1 view 1   -->   x_start 61, y_start 46 
S1 : Phoning 1 view 1   -->   x_start 100, y_start 57 
S1 : Smoking  view 0   -->   x_start 4, y_start 128 
S1 : Walking  view 1   -->   x_start 142, y_start 92 
S1 : Directions 1 view 2   -->   x_start 190, y_start 0 
S1 : WalkTogether 1 view 1   -->   x_start 109, y_start 92 
S1 : Directions 1 view 1   -->   x_start 32, y_start 20 
S1 : Greeting 1 view 0   -->   x_start 0, y_start 51 
S1 : Sitting 2 view 0   -->   x_start 0, y_start 68 
S1 : Greeting  view 0   -->   x_start 0, y_start 52 
S1 : Greeting 1 view 2   -->   x_start 196, y_start 0 
S1 : Walking  view 0   -->   x_start 0, y_start 184 
S1 : Smoking 1 view 0   -->   x_start 54, y_start 145 
S1 : Sitting 1 view 2   -->   x_start 150, y_start 0 
S1 : Discussion 1 view 0   -->   x_start 63, y_start 65 
S1 : Sitting 2 view 3   -->   x_start 57, y_start 21 
S1 : Walking 1 view 1   -->   x_start 141, y_start 81 
S1 : Posing 1 view 3   -->   x_start 0, y_start 0 
S1 : Eating 2 view 0   -->   x_start 0, y_start 118 
S1 : SittingDown 2 view 2   -->   x_start 183, y_start 12 
S1 : Photo 1 view 3   -->   x_start 0, y_start 0 
S1 : Posing 1 view 2   -->   x_start 154, y_start 0 
S1 : Waiting  view 3   -->   x_start 15, y_start 4 
S1 : WalkTogether 1 view 2   -->   x_start 0, y_start 96 
S1 : SittingDown 2 view 1   -->   x_start 18, y_start 70 
S1 : Waiting 1 view 1   -->   x_start 0, y_start 42 
S1 : Photo  view 0   -->   x_start 11, y_start 71 
S1 : Purchases  view 2   -->   x_start 164, y_start 13 
S1 : Photo  view 1   -->   x_start 48, y_start 17 
S1 : Discussion  view 0   -->   x_start 34, y_start 78 
S1 : WalkDog  view 1   -->   x_start 128, y_start 82 
S1 : Purchases  view 0   -->   x_start 0, y_start 89 
S1 : Eating 2 view 3   -->   x_start 30, y_start 7 
S1 : Waiting 1 view 2   -->   x_start 208, y_start 0 
S1 : Waiting  view 1   -->   x_start 25, y_start 35 
S1 : WalkTogether  view 3   -->   x_start 97, y_start 63 
S1 : Greeting  view 1   -->   x_start 34, y_start 17 
S1 : Purchases 1 view 0   -->   x_start 0, y_start 83 
S1 : Waiting 1 view 3   -->   x_start 12, y_start 15 
S1 : Discussion 1 view 1   -->   x_start 0, y_start 21 
S1 : Posing  view 3   -->   x_start 0, y_start 0 
S1 : Posing 1 view 0   -->   x_start 35, y_start 67 
S1 : Phoning 1 view 3   -->   x_start 41, y_start 29 
S1 : Smoking 1 view 3   -->   x_start 0, y_start 2 
S1 : Directions  view 2   -->   x_start 149, y_start 1 
S1 : WalkDog 1 view 1   -->   x_start 94, y_start 66 
S1 : Discussion 1 view 3   -->   x_start 0, y_start 0 
S1 : Eating  view 1   -->   x_start 99, y_start 48 
S1 : Directions  view 1   -->   x_start 70, y_start 20 
S1 : Purchases 1 view 2   -->   x_start 178, y_start 10 
S1 : Directions 1 view 0   -->   x_start 50, y_start 70 
S1 : WalkDog  view 0   -->   x_start 28, y_start 175 
S1 : Directions  view 3   -->   x_start 0, y_start 0 
S1 : Directions 1 view 3   -->   x_start 0, y_start 0 
S1 : Phoning  view 3   -->   x_start 28, y_start 17 
S1 : Eating  view 0   -->   x_start 50, y_start 139 
S1 : Smoking 1 view 1   -->   x_start 143, y_start 51 
S1 : WalkDog  view 3   -->   x_start 90, y_start 61 
S1 : WalkTogether 1 view 3   -->   x_start 40, y_start 81 
S1 : Smoking  view 1   -->   x_start 118, y_start 57 
S1 : Eating 2 view 1   -->   x_start 128, y_start 48 
S1 : Discussion  view 3   -->   x_start 0, y_start 0 
S1 : Walking  view 2   -->   x_start 0, y_start 84 
S1 : SittingDown  view 1   -->   x_start 37, y_start 63 
S1 : Walking 1 view 3   -->   x_start 125, y_start 61 
S1 : WalkTogether  view 0   -->   x_start 69, y_start 171 
S1 : Directions  view 0   -->   x_start 23, y_start 73 
S1 : Greeting 1 view 1   -->   x_start 9, y_start 18 
S1 : Greeting 1 view 3   -->   x_start 45, y_start 0 
S1 : Smoking 1 view 2   -->   x_start 71, y_start 71 
S1 : Photo 1 view 0   -->   x_start 23, y_start 80 
S1 : Discussion  view 1   -->   x_start 11, y_start 28 
S1 : Greeting  view 3   -->   x_start 54, y_start 0 
S1 : Waiting 1 view 0   -->   x_start 12, y_start 70 
S1 : Smoking  view 2   -->   x_start 74, y_start 54 
S1 : WalkDog 1 view 2   -->   x_start 1, y_start 68 
S1 : Walking 1 view 2   -->   x_start 0, y_start 91 
S1 : WalkTogether  view 2   -->   x_start 0, y_start 79 
S1 : Greeting  view 2   -->   x_start 178, y_start 0 
S1 : Purchases  view 3   -->   x_start 148, y_start 60 
S1 : Sitting 1 view 0   -->   x_start 0, y_start 64 
S1 : Waiting  view 0   -->   x_start 3, y_start 62 
S1 : Photo 1 view 1   -->   x_start 57, y_start 26 
S1 : SittingDown  view 2   -->   x_start 156, y_start 26 
S1 : WalkDog 1 view 3   -->   x_start 72, y_start 82 
S1 : Discussion  view 2   -->   x_start 200, y_start 9 
S1 : SittingDown 2 view 0   -->   x_start 0, y_start 83 
S1 : Phoning  view 0   -->   x_start 39, y_start 142 
S1 : Photo  view 2   -->   x_start 159, y_start 1 
S1 : SittingDown  view 0   -->   x_start 0, y_start 98 
S1 : WalkDog 1 view 0   -->   x_start 10, y_start 174 
S1 : Photo 1 view 2   -->   x_start 158, y_start 4 
S1 : Sitting 2 view 1   -->   x_start 92, y_start 51 
S1 : Posing  view 1   -->   x_start 33, y_start 23 
S1 : Phoning 1 view 0   -->   x_start 2, y_start 117 
S1 : WalkTogether 1 view 0   -->   x_start 53, y_start 184 
S1 : Phoning 1 view 2   -->   x_start 90, y_start 37 
S1 : Purchases 1 view 1   -->   x_start 0, y_start 74 
S1 : Phoning  view 1   -->   x_start 96, y_start 51 
S1 : Purchases 1 view 3   -->   x_start 156, y_start 75 
S1 : WalkTogether  view 1   -->   x_start 143, y_start 77 
S1 : Sitting 2 view 2   -->   x_start 128, y_start 0 
S1 : Walking  view 3   -->   x_start 150, y_start 89 
S1 : WalkDog  view 2   -->   x_start 0, y_start 67 
S1 : Photo  view 3   -->   x_start 10, y_start 0 
S1 : SittingDown 2 view 3   -->   x_start 45, y_start 49 
S1 : Waiting  view 2   -->   x_start 185, y_start 0 
S1 : Purchases  view 1   -->   x_start 9, y_start 71 
S1 : Posing  view 2   -->   x_start 181, y_start 3 
S1 : Eating 2 view 2   -->   x_start 77, y_start 34 
S11 : Posing 1 view 1   -->   x_start 42, y_start 34 
S11 : SittingDown  view 3   -->   x_start 0, y_start 23 
S11 : Walking 1 view 0   -->   x_start 2, y_start 118 
S11 : Discussion 2 view 3   -->   x_start 134, y_start 15 
S11 : Posing  view 0   -->   x_start 14, y_start 77 
S11 : Smoking 2 view 2   -->   x_start 192, y_start 22 
S11 : Smoking  view 3   -->   x_start 54, y_start 60 
S11 : Eating 1 view 2   -->   x_start 84, y_start 42 
S11 : Eating  view 2   -->   x_start 87, y_start 44 
S11 : Phoning 2 view 2   -->   x_start 144, y_start 40 
S11 : Photo  view 2   -->   x_start 178, y_start 0 
S11 : Discussion 1 view 2   -->   x_start 175, y_start 0 
S11 : Eating  view 3   -->   x_start 75, y_start 66 
S11 : Sitting  view 0   -->   x_start 28, y_start 49 
S11 : SittingDown 1 view 0   -->   x_start 18, y_start 128 
S11 : Phoning 2 view 1   -->   x_start 77, y_start 86 
S11 : Sitting 1 view 3   -->   x_start 0, y_start 25 
S11 : Sitting 1 view 1   -->   x_start 0, y_start 65 
S11 : Phoning 3 view 0   -->   x_start 15, y_start 118 
S11 : Smoking  view 0   -->   x_start 0, y_start 106 
S11 : Walking  view 1   -->   x_start 84, y_start 72 
S11 : Directions 1 view 2   -->   x_start 220, y_start 0 
S11 : WalkTogether 1 view 1   -->   x_start 79, y_start 83 
S11 : Photo 1 view 1   -->   x_start 112, y_start 48 
S11 : Directions 1 view 1   -->   x_start 11, y_start 19 
S11 : Phoning 3 view 2   -->   x_start 132, y_start 54 
S11 : Greeting  view 0   -->   x_start 0, y_start 42 
S11 : Phoning 2 view 0   -->   x_start 0, y_start 109 
S11 : Walking  view 0   -->   x_start 0, y_start 124 
S11 : Sitting 1 view 2   -->   x_start 289, y_start 0 
S11 : Discussion 1 view 0   -->   x_start 0, y_start 57 
S11 : Sitting  view 3   -->   x_start 0, y_start 33 
S11 : Discussion 2 view 2   -->   x_start 177, y_start 0 
S11 : Walking 1 view 1   -->   x_start 75, y_start 76 
S11 : Posing 1 view 3   -->   x_start 0, y_start 3 
S11 : WalkDog  view 1   -->   x_start 27, y_start 75 
S11 : Posing 1 view 2   -->   x_start 193, y_start 2 
S11 : Waiting  view 3   -->   x_start 20, y_start 1 
S11 : WalkTogether 1 view 2   -->   x_start 78, y_start 59 
S11 : Waiting 1 view 1   -->   x_start 48, y_start 35 
S11 : Purchases  view 2   -->   x_start 85, y_start 29 
S11 : Discussion 2 view 0   -->   x_start 0, y_start 56 
S11 : Photo  view 1   -->   x_start 89, y_start 67 
S11 : SittingDown 1 view 2   -->   x_start 58, y_start 59 
S11 : Purchases  view 0   -->   x_start 62, y_start 93 
S11 : Waiting 1 view 2   -->   x_start 186, y_start 0 
S11 : Photo  view 0   -->   x_start 0, y_start 62 
S11 : Waiting  view 1   -->   x_start 31, y_start 39 
S11 : WalkTogether  view 3   -->   x_start 72, y_start 76 
S11 : Greeting  view 1   -->   x_start 94, y_start 60 
S11 : Purchases 1 view 0   -->   x_start 80, y_start 122 
S11 : Waiting 1 view 3   -->   x_start 50, y_start 0 
S11 : Greeting 2 view 3   -->   x_start 72, y_start 23 
S11 : Eating 1 view 0   -->   x_start 0, y_start 110 
S11 : Discussion 1 view 1   -->   x_start 63, y_start 29 
S11 : Posing  view 3   -->   x_start 0, y_start 0 
S11 : Posing 1 view 0   -->   x_start 14, y_start 67 
S11 : Discussion 1 view 3   -->   x_start 49, y_start 0 
S11 : Phoning 3 view 3   -->   x_start 77, y_start 72 
S11 : Eating  view 1   -->   x_start 70, y_start 79 
S11 : WalkDog  view 3   -->   x_start 10, y_start 71 
S11 : Smoking 2 view 1   -->   x_start 25, y_start 78 
S11 : Eating 1 view 3   -->   x_start 84, y_start 61 
S11 : Sitting  view 2   -->   x_start 289, y_start 0 
S11 : Purchases 1 view 2   -->   x_start 3, y_start 51 
S11 : Directions 1 view 0   -->   x_start 0, y_start 48 
S11 : Photo  view 3   -->   x_start 56, y_start 17 
S11 : Directions 1 view 3   -->   x_start 7, y_start 0 
S11 : Greeting 2 view 0   -->   x_start 0, y_start 49 
S11 : Discussion 2 view 1   -->   x_start 80, y_start 65 
S11 : Sitting  view 1   -->   x_start 0, y_start 70 
S11 : Eating  view 0   -->   x_start 0, y_start 111 
S11 : WalkDog  view 2   -->   x_start 80, y_start 60 
S11 : WalkDog 1 view 2   -->   x_start 92, y_start 54 
S11 : SittingDown 1 view 1   -->   x_start 112, y_start 55 
S11 : Phoning 3 view 1   -->   x_start 56, y_start 90 
S11 : WalkTogether 1 view 3   -->   x_start 67, y_start 64 
S11 : Smoking  view 1   -->   x_start 36, y_start 79 
S11 : Walking  view 2   -->   x_start 79, y_start 55 
S11 : SittingDown  view 1   -->   x_start 86, y_start 57 
S11 : WalkDog 1 view 0   -->   x_start 128, y_start 117 
S11 : Photo 1 view 2   -->   x_start 136, y_start 1 
S11 : Walking 1 view 3   -->   x_start 60, y_start 69 
S11 : WalkTogether  view 0   -->   x_start 0, y_start 112 
S11 : Phoning 2 view 3   -->   x_start 44, y_start 60 
S11 : Photo 1 view 0   -->   x_start 0, y_start 79 
S11 : Photo 1 view 3   -->   x_start 66, y_start 13 
S11 : Smoking 2 view 3   -->   x_start 38, y_start 66 
S11 : Greeting  view 3   -->   x_start 87, y_start 30 
S11 : SittingDown 1 view 3   -->   x_start 19, y_start 17 
S11 : Waiting 1 view 0   -->   x_start 0, y_start 59 
S11 : Smoking  view 2   -->   x_start 132, y_start 36 
S11 : Walking 1 view 2   -->   x_start 78, y_start 51 
S11 : WalkTogether  view 2   -->   x_start 84, y_start 45 
S11 : Greeting  view 2   -->   x_start 101, y_start 0 
S11 : Purchases  view 3   -->   x_start 0, y_start 9 
S11 : Sitting 1 view 0   -->   x_start 34, y_start 48 
S11 : Waiting  view 0   -->   x_start 0, y_start 55 
S11 : SittingDown  view 2   -->   x_start 127, y_start 47 
S11 : WalkDog  view 0   -->   x_start 124, y_start 124 
S11 : WalkDog 1 view 3   -->   x_start 11, y_start 87 
